 
 --- mi-faser 1.58 (10/25/19) ---
    - [ DIAMOND v0.9.21 ] -
    - [ Database:database build:122 Sequences:2865 ] -
 
[1602770120.702055]      *** Running mifaser with up to 28 parallel thread(s)
[1602774514.175446]      *** Post-processing...
[1602769968.0810971]     *** Input: Uncompressed file ERR598981_cut20M.fastq
[1602769968.0811224]         Converting ERR598981_cut20M.fastq from fastq to fasta format...
[1602770040.4991229]         Getting input file statistics...
[1602770040.4992127]         Input file size: 3466MB
[1602770052.5089478]         Input file reads: 20000000
[1602773325.9864357]         [Thread #147]      Converting DIAMOND...
[1602773326.1105685]         [Thread #147]      Parsing DIAMOND...
[1602773326.3808606]         [Thread #147]      Annotating...
[1602773326.5188057]         [Thread #147]      Analyzing...
[1602773326.816319]          [Thread #147]      Create read mapping...
[1602773342.3279662]         [Thread #147]    - [Thread #147] finished
[1602773322.2104545]         [Thread #148]    - [Thread #148] running on [1/28] CPUs
[1602773322.2105389]         [Thread #148]      Creating output directories...
[1602773322.2119436]         [Thread #148]      Translating reads...
[1602773342.2679763]         [Thread #148]      Running DIAMOND...
[1602773348.197422]          [Thread #148]      Converting DIAMOND...
[1602773348.312645]          [Thread #148]      Parsing DIAMOND...
[1602773348.5784447]         [Thread #148]      Annotating...
[1602773348.7823281]         [Thread #148]      Analyzing...
[1602773349.0637043]         [Thread #148]      Create read mapping...
[1602773364.8419912]         [Thread #148]    - [Thread #148] finished
[1602773344.5067394]         [Thread #149]    - [Thread #149] running on [1/28] CPUs
[1602773344.5068202]         [Thread #149]      Creating output directories...
[1602773344.508239]          [Thread #149]      Translating reads...
[1602773364.787022]          [Thread #149]      Running DIAMOND...
[1602773370.7515109]         [Thread #149]      Converting DIAMOND...
[1602773370.871061]          [Thread #149]      Parsing DIAMOND...
[1602773371.1217701]         [Thread #149]      Annotating...
[1602773371.307153]          [Thread #149]      Analyzing...
[1602773371.6150587]         [Thread #149]      Create read mapping...
[1602773386.8986554]         [Thread #149]    - [Thread #149] finished
[1602773366.9835324]         [Thread #150]    - [Thread #150] running on [1/28] CPUs
[1602773366.9836133]         [Thread #150]      Creating output directories...
[1602773366.9849737]         [Thread #150]      Translating reads...
[1602773386.8310237]         [Thread #150]      Running DIAMOND...
[1602773392.8565261]         [Thread #150]      Converting DIAMOND...
[1602773392.9923818]         [Thread #150]      Parsing DIAMOND...
[1602773393.1764884]         [Thread #150]      Annotating...
[1602773393.5616353]         [Thread #150]      Analyzing...
[1602773393.7885427]         [Thread #150]      Create read mapping...
[1602773409.7413862]         [Thread #150]    - [Thread #150] finished
[1602773389.4529097]         [Thread #151]    - [Thread #151] running on [1/28] CPUs
[1602773389.452995]          [Thread #151]      Creating output directories...
[1602773389.4543912]         [Thread #151]      Translating reads...
[1602773409.7615697]         [Thread #151]      Running DIAMOND...
[1602773415.80102]           [Thread #151]      Converting DIAMOND...
[1602773415.9402764]         [Thread #151]      Parsing DIAMOND...
[1602773416.15528]           [Thread #151]      Annotating...
[1602773416.359836]          [Thread #151]      Analyzing...
[1602773416.5936081]         [Thread #151]      Create read mapping...
[1602773431.3716156]         [Thread #151]    - [Thread #151] finished
[1602773411.966914]          [Thread #152]    - [Thread #152] running on [1/28] CPUs
[1602773411.9669964]         [Thread #152]      Creating output directories...
[1602773411.9685936]         [Thread #152]      Translating reads...
[1602773431.2621386]         [Thread #152]      Running DIAMOND...
[1602773437.1858644]         [Thread #152]      Converting DIAMOND...
[1602773437.3054786]         [Thread #152]      Parsing DIAMOND...
[1602773437.4649744]         [Thread #152]      Annotating...
[1602773437.6458957]         [Thread #152]      Analyzing...
[1602773437.9149299]         [Thread #152]      Create read mapping...
[1602773453.7960706]         [Thread #152]    - [Thread #152] finished
[1602773433.6031573]         [Thread #153]    - [Thread #153] running on [1/28] CPUs
[1602773433.6032748]         [Thread #153]      Creating output directories...
[1602773433.604818]          [Thread #153]      Translating reads...
[1602773453.757227]          [Thread #153]      Running DIAMOND...
[1602773459.7338119]         [Thread #153]      Converting DIAMOND...
[1602773459.855259]          [Thread #153]      Parsing DIAMOND...
[1602773460.0752065]         [Thread #153]      Annotating...
[1602773460.4868016]         [Thread #153]      Analyzing...
[1602773460.8155897]         [Thread #153]      Create read mapping...
[1602773475.9319093]         [Thread #153]    - [Thread #153] finished
[1602773455.9481966]         [Thread #154]    - [Thread #154] running on [1/28] CPUs
[1602773455.9483094]         [Thread #154]      Creating output directories...
[1602773455.9496446]         [Thread #154]      Translating reads...
[1602773475.8809063]         [Thread #154]      Running DIAMOND...
[1602773481.7942832]         [Thread #154]      Converting DIAMOND...
[1602773481.9129317]         [Thread #154]      Parsing DIAMOND...
[1602773482.141906]          [Thread #154]      Annotating...
[1602773482.425873]          [Thread #154]      Analyzing...
[1602773482.7328057]         [Thread #154]      Create read mapping...
[1602773498.200574]          [Thread #154]    - [Thread #154] finished
[1602773478.1357996]         [Thread #155]    - [Thread #155] running on [1/28] CPUs
[1602773478.1358814]         [Thread #155]      Creating output directories...
[1602773478.1373227]         [Thread #155]      Translating reads...
[1602773498.1785717]         [Thread #155]      Running DIAMOND...
[1602773504.2197535]         [Thread #155]      Converting DIAMOND...
[1602773504.3427894]         [Thread #155]      Parsing DIAMOND...
[1602773504.5944812]         [Thread #155]      Annotating...
[1602773505.0039508]         [Thread #155]      Analyzing...
[1602773505.29961]           [Thread #155]      Create read mapping...
[1602773520.3802745]         [Thread #155]    - [Thread #155] finished
[1602773500.3783987]         [Thread #156]    - [Thread #156] running on [1/28] CPUs
[1602773500.3784802]         [Thread #156]      Creating output directories...
[1602773500.3799417]         [Thread #156]      Translating reads...
[1602773520.3118882]         [Thread #156]      Running DIAMOND...
[1602773526.2266133]         [Thread #156]      Converting DIAMOND...
[1602773526.3553045]         [Thread #156]      Parsing DIAMOND...
[1602773526.5783808]         [Thread #156]      Annotating...
[1602773526.7417576]         [Thread #156]      Analyzing...
[1602773527.0563674]         [Thread #156]      Create read mapping...
[1602773542.4822714]         [Thread #156]    - [Thread #156] finished
[1602773522.5740838]         [Thread #157]    - [Thread #157] running on [1/28] CPUs
[1602773522.5741637]         [Thread #157]      Creating output directories...
[1602773522.5756521]         [Thread #157]      Translating reads...
[1602773542.3666883]         [Thread #157]      Running DIAMOND...
[1602773548.2720165]         [Thread #157]      Converting DIAMOND...
[1602773548.3815358]         [Thread #157]      Parsing DIAMOND...
[1602773548.620469]          [Thread #157]      Annotating...
[1602773548.9109313]         [Thread #157]      Analyzing...
[1602773548.9900312]         [Thread #157]      Create read mapping...
[1602773564.6581461]         [Thread #157]    - [Thread #157] finished
[1602773544.6950977]         [Thread #158]    - [Thread #158] running on [1/28] CPUs
[1602773544.6951778]         [Thread #158]      Creating output directories...
[1602773544.696648]          [Thread #158]      Translating reads...
[1602773565.812817]          [Thread #158]      Running DIAMOND...
[1602773571.7300892]         [Thread #158]      Converting DIAMOND...
[1602773571.84631]           [Thread #158]      Parsing DIAMOND...
[1602773572.0111709]         [Thread #158]      Annotating...
[1602773572.220604]          [Thread #158]      Analyzing...
[1602773572.551017]          [Thread #158]      Create read mapping...
[1602773588.0450857]         [Thread #158]    - [Thread #158] finished
[1602773567.9325786]         [Thread #159]    - [Thread #159] running on [1/28] CPUs
[1602773567.932664]          [Thread #159]      Creating output directories...
[1602773567.9341793]         [Thread #159]      Translating reads...
[1602773587.9550536]         [Thread #159]      Running DIAMOND...
[1602773593.8759966]         [Thread #159]      Converting DIAMOND...
[1602773593.9793906]         [Thread #159]      Parsing DIAMOND...
[1602773594.2583983]         [Thread #159]      Annotating...
[1602773594.4107275]         [Thread #159]      Analyzing...
[1602773594.696525]          [Thread #159]      Create read mapping...
[1602773609.980944]          [Thread #159]    - [Thread #159] finished
[1602773590.1952813]         [Thread #160]    - [Thread #160] running on [1/28] CPUs
[1602773590.1953647]         [Thread #160]      Creating output directories...
[1602773590.1967032]         [Thread #160]      Translating reads...
[1602773609.9581406]         [Thread #160]      Running DIAMOND...
[1602773615.8438127]         [Thread #160]      Converting DIAMOND...
[1602773615.97234]           [Thread #160]      Parsing DIAMOND...
[1602773616.130384]          [Thread #160]      Annotating...
[1602773616.3158011]         [Thread #160]      Analyzing...
[1602773616.5209637]         [Thread #160]      Create read mapping...
[1602773632.6165545]         [Thread #160]    - [Thread #160] finished
[1602773612.146656]          [Thread #161]    - [Thread #161] running on [1/28] CPUs
[1602773612.1467361]         [Thread #161]      Creating output directories...
[1602773612.1477954]         [Thread #161]      Translating reads...
[1602773632.493434]          [Thread #161]      Running DIAMOND...
[1602773638.3717186]         [Thread #161]      Converting DIAMOND...
[1602773638.483723]          [Thread #161]      Parsing DIAMOND...
[1602773638.7339072]         [Thread #161]      Annotating...
[1602773639.1366608]         [Thread #161]      Analyzing...
[1602773639.2898877]         [Thread #161]      Create read mapping...
[1602773655.1937115]         [Thread #161]    - [Thread #161] finished
[1602773634.850413]          [Thread #162]    - [Thread #162] running on [1/28] CPUs
[1602773634.850493]          [Thread #162]      Creating output directories...
[1602773634.8515968]         [Thread #162]      Translating reads...
[1602773655.0479813]         [Thread #162]      Running DIAMOND...
[1602773660.9715185]         [Thread #162]      Converting DIAMOND...
[1602773661.1092548]         [Thread #162]      Parsing DIAMOND...
[1602773661.48248]           [Thread #162]      Annotating...
[1602773661.628085]          [Thread #162]      Analyzing...
[1602773662.0319414]         [Thread #162]      Create read mapping...
[1602773678.4397867]         [Thread #162]    - [Thread #162] finished
[1602773657.3871372]         [Thread #163]    - [Thread #163] running on [1/28] CPUs
[1602773657.3872154]         [Thread #163]      Creating output directories...
[1602773657.3885765]         [Thread #163]      Translating reads...
[1602773678.4146237]         [Thread #163]      Running DIAMOND...
[1602773684.2619956]         [Thread #163]      Converting DIAMOND...
[1602773684.3877861]         [Thread #163]      Parsing DIAMOND...
[1602773684.5519092]         [Thread #163]      Annotating...
[1602773684.9314506]         [Thread #163]      Analyzing...
[1602773685.0256917]         [Thread #163]      Create read mapping...
[1602773701.045369]          [Thread #163]    - [Thread #163] finished
[1602773680.6916633]         [Thread #164]    - [Thread #164] running on [1/28] CPUs
[1602773680.6917448]         [Thread #164]      Creating output directories...
[1602773680.6932178]         [Thread #164]      Translating reads...
[1602773700.9163136]         [Thread #164]      Running DIAMOND...
[1602773706.86078]           [Thread #164]      Converting DIAMOND...
[1602773706.9819353]         [Thread #164]      Parsing DIAMOND...
[1602773707.259994]          [Thread #164]      Annotating...
[1602773707.4392025]         [Thread #164]      Analyzing...
[1602773707.75562]           [Thread #164]      Create read mapping...
[1602773722.967073]          [Thread #164]    - [Thread #164] finished
[1602773703.2388442]         [Thread #165]    - [Thread #165] running on [1/28] CPUs
[1602773703.2389235]         [Thread #165]      Creating output directories...
[1602773703.2402942]         [Thread #165]      Translating reads...
[1602773722.9294996]         [Thread #165]      Running DIAMOND...
[1602773728.9145222]         [Thread #165]      Converting DIAMOND...
[1602773729.0428805]         [Thread #165]      Parsing DIAMOND...
[1602773729.1952195]         [Thread #165]      Annotating...
[1602773729.3515062]         [Thread #165]      Analyzing...
[1602773729.4918087]         [Thread #165]      Create read mapping...
[1602773745.3594744]         [Thread #165]    - [Thread #165] finished
[1602773725.1990213]         [Thread #166]    - [Thread #166] running on [1/28] CPUs
[1602773725.199104]          [Thread #166]      Creating output directories...
[1602773725.2005835]         [Thread #166]      Translating reads...
[1602773745.3389812]         [Thread #166]      Running DIAMOND...
[1602773751.2427342]         [Thread #166]      Converting DIAMOND...
[1602773751.3642921]         [Thread #166]      Parsing DIAMOND...
[1602773751.7980661]         [Thread #166]      Annotating...
[1602773751.969993]          [Thread #166]      Analyzing...
[1602773752.3020656]         [Thread #166]      Create read mapping...
[1602773768.039191]          [Thread #166]    - [Thread #166] finished
[1602773747.5225365]         [Thread #167]    - [Thread #167] running on [1/28] CPUs
[1602773747.5226183]         [Thread #167]      Creating output directories...
[1602773747.5241046]         [Thread #167]      Translating reads...
[1602773767.9177444]         [Thread #167]      Running DIAMOND...
[1602773773.9045823]         [Thread #167]      Converting DIAMOND...
[1602773774.0967546]         [Thread #167]      Parsing DIAMOND...
[1602773774.29026]           [Thread #167]      Annotating...
[1602773774.5022037]         [Thread #167]      Analyzing...
[1602773774.5565722]         [Thread #167]      Create read mapping...
[1602773790.3094804]         [Thread #167]    - [Thread #167] finished
[1602773770.2498732]         [Thread #168]    - [Thread #168] running on [1/28] CPUs
[1602773770.2499535]         [Thread #168]      Creating output directories...
[1602773770.2512417]         [Thread #168]      Translating reads...
[1602773790.1961486]         [Thread #168]      Running DIAMOND...
[1602773796.1589909]         [Thread #168]      Converting DIAMOND...
[1602773796.280781]          [Thread #168]      Parsing DIAMOND...
[1602773796.473118]          [Thread #168]      Annotating...
[1602773796.660286]          [Thread #168]      Analyzing...
[1602773796.984198]          [Thread #168]      Create read mapping...
[1602773813.0656555]         [Thread #168]    - [Thread #168] finished
[1602773792.4795852]         [Thread #169]    - [Thread #169] running on [1/28] CPUs
[1602773792.479665]          [Thread #169]      Creating output directories...
[1602773792.481029]          [Thread #169]      Translating reads...
[1602773813.0072935]         [Thread #169]      Running DIAMOND...
[1602773819.0773313]         [Thread #169]      Converting DIAMOND...
[1602773819.19311]           [Thread #169]      Parsing DIAMOND...
[1602773819.431257]          [Thread #169]      Annotating...
[1602773819.5686665]         [Thread #169]      Analyzing...
[1602773819.881825]          [Thread #169]      Create read mapping...
[1602773836.3360887]         [Thread #169]    - [Thread #169] finished
[1602773815.2806737]         [Thread #170]    - [Thread #170] running on [1/28] CPUs
[1602773815.2807555]         [Thread #170]      Creating output directories...
[1602773815.282144]          [Thread #170]      Translating reads...
[1602773836.2186217]         [Thread #170]      Running DIAMOND...
[1602773842.1011221]         [Thread #170]      Converting DIAMOND...
[1602773842.2190053]         [Thread #170]      Parsing DIAMOND...
[1602773842.653319]          [Thread #170]      Annotating...
[1602773842.7801893]         [Thread #170]      Analyzing...
[1602773843.1028914]         [Thread #170]      Create read mapping...
[1602773858.6940558]         [Thread #170]    - [Thread #170] finished
[1602773838.5649073]         [Thread #171]    - [Thread #171] running on [1/28] CPUs
[1602773838.5649881]         [Thread #171]      Creating output directories...
[1602773838.5664544]         [Thread #171]      Translating reads...
[1602773858.5784705]         [Thread #171]      Running DIAMOND...
[1602773864.4104161]         [Thread #171]      Converting DIAMOND...
[1602773864.532055]          [Thread #171]      Parsing DIAMOND...
[1602773864.7776399]         [Thread #171]      Annotating...
[1602773865.1132524]         [Thread #171]      Analyzing...
[1602773865.2459457]         [Thread #171]      Create read mapping...
[1602773880.7939289]         [Thread #171]    - [Thread #171] finished
[1602773860.9560153]         [Thread #172]    - [Thread #172] running on [1/28] CPUs
[1602773860.9560983]         [Thread #172]      Creating output directories...
[1602773860.9574733]         [Thread #172]      Translating reads...
[1602773880.6641858]         [Thread #172]      Running DIAMOND...
[1602773886.5547202]         [Thread #172]      Converting DIAMOND...
[1602773886.6911519]         [Thread #172]      Parsing DIAMOND...
[1602773886.954025]          [Thread #172]      Annotating...
[1602773887.0915048]         [Thread #172]      Analyzing...
[1602773887.2452984]         [Thread #172]      Create read mapping...
[1602773902.696149]          [Thread #172]    - [Thread #172] finished
[1602773883.0104814]         [Thread #173]    - [Thread #173] running on [1/28] CPUs
[1602773883.010561]          [Thread #173]      Creating output directories...
[1602773883.0120018]         [Thread #173]      Translating reads...
[1602773902.5670743]         [Thread #173]      Running DIAMOND...
[1602773908.3809717]         [Thread #173]      Converting DIAMOND...
[1602773908.5063174]         [Thread #173]      Parsing DIAMOND...
[1602773908.8114357]         [Thread #173]      Annotating...
[1602773909.1449683]         [Thread #173]      Analyzing...
[1602773909.2199454]         [Thread #173]      Create read mapping...
[1602773924.2926278]         [Thread #173]    - [Thread #173] finished
[1602773904.9106815]         [Thread #174]    - [Thread #174] running on [1/28] CPUs
[1602773904.9107618]         [Thread #174]      Creating output directories...
[1602773904.912552]          [Thread #174]      Translating reads...
[1602773924.1582243]         [Thread #174]      Running DIAMOND...
[1602773929.7873306]         [Thread #174]      Converting DIAMOND...
[1602773929.8924117]         [Thread #174]      Parsing DIAMOND...
[1602773930.1360633]         [Thread #174]      Annotating...
[1602773930.4996557]         [Thread #174]      Analyzing...
[1602773930.8120694]         [Thread #174]      Create read mapping...
[1602773946.6287766]         [Thread #174]    - [Thread #174] finished
[1602773926.4861486]         [Thread #175]    - [Thread #175] running on [1/28] CPUs
[1602773926.4862626]         [Thread #175]      Creating output directories...
[1602773926.4876335]         [Thread #175]      Translating reads...
[1602773946.549347]          [Thread #175]      Running DIAMOND...
[1602773952.5793462]         [Thread #175]      Converting DIAMOND...
[1602773952.6874776]         [Thread #175]      Parsing DIAMOND...
[1602773952.9258761]         [Thread #175]      Annotating...
[1602773953.1069596]         [Thread #175]      Analyzing...
[1602773953.3342583]         [Thread #175]      Create read mapping...
[1602773969.0222821]         [Thread #175]    - [Thread #175] finished
[1602773948.798683]          [Thread #176]    - [Thread #176] running on [1/28] CPUs
[1602773948.7987645]         [Thread #176]      Creating output directories...
[1602773948.8002524]         [Thread #176]      Translating reads...
[1602773968.8922203]         [Thread #176]      Running DIAMOND...
[1602773974.9020538]         [Thread #176]      Converting DIAMOND...
[1602773975.0201626]         [Thread #176]      Parsing DIAMOND...
[1602773975.1749587]         [Thread #176]      Annotating...
[1602773975.4696844]         [Thread #176]      Analyzing...
[1602773975.7993262]         [Thread #176]      Create read mapping...
[1602773991.561141]          [Thread #176]    - [Thread #176] finished
[1602773971.227013]          [Thread #177]    - [Thread #177] running on [1/28] CPUs
[1602773971.2270935]         [Thread #177]      Creating output directories...
[1602773971.2285466]         [Thread #177]      Translating reads...
[1602773991.4217246]         [Thread #177]      Running DIAMOND...
[1602773997.3905401]         [Thread #177]      Converting DIAMOND...
[1602773997.5652092]         [Thread #177]      Parsing DIAMOND...
[1602773997.8863142]         [Thread #177]      Annotating...
[1602773998.218064]          [Thread #177]      Analyzing...
[1602773998.5048301]         [Thread #177]      Create read mapping...
[1602774014.0672588]         [Thread #177]    - [Thread #177] finished
[1602773993.6798356]         [Thread #178]    - [Thread #178] running on [1/28] CPUs
[1602773993.6799173]         [Thread #178]      Creating output directories...
[1602773993.681329]          [Thread #178]      Translating reads...
[1602774013.9270034]         [Thread #178]      Running DIAMOND...
[1602774019.8124347]         [Thread #178]      Converting DIAMOND...
[1602774019.9298463]         [Thread #178]      Parsing DIAMOND...
[1602774020.084084]          [Thread #178]      Annotating...
[1602774020.2314599]         [Thread #178]      Analyzing...
[1602774020.5267828]         [Thread #178]      Create read mapping...
[1602774037.0371447]         [Thread #178]    - [Thread #178] finished
[1602774016.616894]          [Thread #179]    - [Thread #179] running on [1/28] CPUs
[1602774016.6169732]         [Thread #179]      Creating output directories...
[1602774016.618217]          [Thread #179]      Translating reads...
[1602774036.9906514]         [Thread #179]      Running DIAMOND...
[1602774042.9163957]         [Thread #179]      Converting DIAMOND...
[1602774043.030251]          [Thread #179]      Parsing DIAMOND...
[1602774043.2156777]         [Thread #179]      Annotating...
[1602774043.4064763]         [Thread #179]      Analyzing...
[1602774043.7278512]         [Thread #179]      Create read mapping...
[1602774059.5314963]         [Thread #179]    - [Thread #179] finished
[1602774039.1827438]         [Thread #180]    - [Thread #180] running on [1/28] CPUs
[1602774039.1828232]         [Thread #180]      Creating output directories...
[1602774039.184333]          [Thread #180]      Translating reads...
[1602774059.3984103]         [Thread #180]      Running DIAMOND...
[1602774065.3862429]         [Thread #180]      Converting DIAMOND...
[1602774065.5010612]         [Thread #180]      Parsing DIAMOND...
[1602774065.7846518]         [Thread #180]      Annotating...
[1602774066.1112163]         [Thread #180]      Analyzing...
[1602774066.3578668]         [Thread #180]      Create read mapping...
[1602774082.3457592]         [Thread #180]    - [Thread #180] finished
[1602774061.7799287]         [Thread #181]    - [Thread #181] running on [1/28] CPUs
[1602774061.780011]          [Thread #181]      Creating output directories...
[1602774061.7813902]         [Thread #181]      Translating reads...
[1602774082.2893841]         [Thread #181]      Running DIAMOND...
[1602774088.251056]          [Thread #181]      Converting DIAMOND...
[1602774088.3736625]         [Thread #181]      Parsing DIAMOND...
[1602774088.6105034]         [Thread #181]      Annotating...
[1602774088.7813177]         [Thread #181]      Analyzing...
[1602774089.1163487]         [Thread #181]      Create read mapping...
[1602774104.6536098]         [Thread #181]    - [Thread #181] finished
[1602774084.5347645]         [Thread #182]    - [Thread #182] running on [1/28] CPUs
[1602774084.5348344]         [Thread #182]      Creating output directories...
[1602774084.5361822]         [Thread #182]      Translating reads...
[1602774104.5145698]         [Thread #182]      Running DIAMOND...
[1602774110.4603183]         [Thread #182]      Converting DIAMOND...
[1602774110.6612728]         [Thread #182]      Parsing DIAMOND...
[1602774110.848093]          [Thread #182]      Annotating...
[1602774111.0141041]         [Thread #182]      Analyzing...
[1602774111.25802]           [Thread #182]      Create read mapping...
[1602774128.0283442]         [Thread #182]    - [Thread #182] finished
[1602774106.7867625]         [Thread #183]    - [Thread #183] running on [1/28] CPUs
[1602774106.7868416]         [Thread #183]      Creating output directories...
[1602774106.7884827]         [Thread #183]      Translating reads...
[1602774127.964707]          [Thread #183]      Running DIAMOND...
[1602774133.8638444]         [Thread #183]      Converting DIAMOND...
[1602774133.9946432]         [Thread #183]      Parsing DIAMOND...
[1602774134.2958958]         [Thread #183]      Annotating...
[1602774134.44455]           [Thread #183]      Analyzing...
[1602774134.7944489]         [Thread #183]      Create read mapping...
[1602774151.0452478]         [Thread #183]    - [Thread #183] finished
[1602774130.1963108]         [Thread #184]    - [Thread #184] running on [1/28] CPUs
[1602774130.196393]          [Thread #184]      Creating output directories...
[1602774130.1978035]         [Thread #184]      Translating reads...
[1602774150.9043121]         [Thread #184]      Running DIAMOND...
[1602774156.8783977]         [Thread #184]      Converting DIAMOND...
[1602774156.995063]          [Thread #184]      Parsing DIAMOND...
[1602774157.116387]          [Thread #184]      Annotating...
[1602774157.5306828]         [Thread #184]      Analyzing...
[1602774157.611777]          [Thread #184]      Create read mapping...
[1602774173.116195]          [Thread #184]    - [Thread #184] finished
[1602774153.2669148]         [Thread #185]    - [Thread #185] running on [1/28] CPUs
[1602774153.2669947]         [Thread #185]      Creating output directories...
[1602774153.268387]          [Thread #185]      Translating reads...
[1602774173.052192]          [Thread #185]      Running DIAMOND...
[1602774179.0245466]         [Thread #185]      Converting DIAMOND...
[1602774179.1457772]         [Thread #185]      Parsing DIAMOND...
[1602774179.3041873]         [Thread #185]      Annotating...
[1602774179.5252063]         [Thread #185]      Analyzing...
[1602774179.800343]          [Thread #185]      Create read mapping...
[1602774195.3297126]         [Thread #185]    - [Thread #185] finished
[1602774175.3170054]         [Thread #186]    - [Thread #186] running on [1/28] CPUs
[1602774175.3170874]         [Thread #186]      Creating output directories...
[1602774175.318597]          [Thread #186]      Translating reads...
[1602774195.2055473]         [Thread #186]      Running DIAMOND...
[1602774201.1545267]         [Thread #186]      Converting DIAMOND...
[1602774201.2674854]         [Thread #186]      Parsing DIAMOND...
[1602774201.4106371]         [Thread #186]      Annotating...
[1602774201.6812673]         [Thread #186]      Analyzing...
[1602774201.8186736]         [Thread #186]      Create read mapping...
[1602774217.780013]          [Thread #186]    - [Thread #186] finished
[1602774197.5779355]         [Thread #187]    - [Thread #187] running on [1/28] CPUs
[1602774197.5780163]         [Thread #187]      Creating output directories...
[1602774197.5795324]         [Thread #187]      Translating reads...
[1602774217.7135854]         [Thread #187]      Running DIAMOND...
[1602774223.6913135]         [Thread #187]      Converting DIAMOND...
[1602774223.7995644]         [Thread #187]      Parsing DIAMOND...
[1602774223.9413202]         [Thread #187]      Annotating...
[1602774224.1326182]         [Thread #187]      Analyzing...
[1602774224.4557931]         [Thread #187]      Create read mapping...
[1602774240.491638]          [Thread #187]    - [Thread #187] finished
[1602774219.9488573]         [Thread #188]    - [Thread #188] running on [1/28] CPUs
[1602774219.9489381]         [Thread #188]      Creating output directories...
[1602774219.9503682]         [Thread #188]      Translating reads...
[1602774240.3813891]         [Thread #188]      Running DIAMOND...
[1602774246.3508227]         [Thread #188]      Converting DIAMOND...
[1602774246.4734352]         [Thread #188]      Parsing DIAMOND...
[1602774246.6492524]         [Thread #188]      Annotating...
[1602774246.901161]          [Thread #188]      Analyzing...
[1602774247.2294316]         [Thread #188]      Create read mapping...
[1602774264.0028174]         [Thread #188]    - [Thread #188] finished
[1602774242.7208025]         [Thread #189]    - [Thread #189] running on [1/28] CPUs
[1602774242.720864]          [Thread #189]      Creating output directories...
[1602774242.7221148]         [Thread #189]      Translating reads...
[1602774264.0044417]         [Thread #189]      Running DIAMOND...
[1602774269.9694488]         [Thread #189]      Converting DIAMOND...
[1602774270.09487]           [Thread #189]      Parsing DIAMOND...
[1602774270.310701]          [Thread #189]      Annotating...
[1602774270.5484653]         [Thread #189]      Analyzing...
[1602774270.7493412]         [Thread #189]      Create read mapping...
[1602774286.9805028]         [Thread #189]    - [Thread #189] finished
[1602774266.1594298]         [Thread #190]    - [Thread #190] running on [1/28] CPUs
[1602774266.159516]          [Thread #190]      Creating output directories...
[1602774266.1607175]         [Thread #190]      Translating reads...
[1602774286.9339283]         [Thread #190]      Running DIAMOND...
[1602774293.0320966]         [Thread #190]      Converting DIAMOND...
[1602774293.1735184]         [Thread #190]      Parsing DIAMOND...
[1602774293.3040395]         [Thread #190]      Annotating...
[1602774293.468297]          [Thread #190]      Analyzing...
[1602774293.8069837]         [Thread #190]      Create read mapping...
[1602774309.3246198]         [Thread #190]    - [Thread #190] finished
[1602774289.1686265]         [Thread #191]    - [Thread #191] running on [1/28] CPUs
[1602774289.1687067]         [Thread #191]      Creating output directories...
[1602774289.1701221]         [Thread #191]      Translating reads...
[1602774309.0096543]         [Thread #191]      Running DIAMOND...
[1602774315.1356342]         [Thread #191]      Converting DIAMOND...
[1602774315.2669363]         [Thread #191]      Parsing DIAMOND...
[1602774315.4616275]         [Thread #191]      Annotating...
[1602774315.571547]          [Thread #191]      Analyzing...
[1602774315.8135636]         [Thread #191]      Create read mapping...
[1602774331.4600034]         [Thread #191]    - [Thread #191] finished
[1602774311.3412952]         [Thread #192]    - [Thread #192] running on [1/28] CPUs
[1602774311.3413777]         [Thread #192]      Creating output directories...
[1602774311.342762]          [Thread #192]      Translating reads...
[1602774331.3806028]         [Thread #192]      Running DIAMOND...
[1602774337.4272797]         [Thread #192]      Converting DIAMOND...
[1602774337.539374]          [Thread #192]      Parsing DIAMOND...
[1602774337.7511868]         [Thread #192]      Annotating...
[1602774337.9689429]         [Thread #192]      Analyzing...
[1602774338.2976444]         [Thread #192]      Create read mapping...
[1602774353.8676333]         [Thread #192]    - [Thread #192] finished
[1602774333.6454687]         [Thread #193]    - [Thread #193] running on [1/28] CPUs
[1602774333.645556]          [Thread #193]      Creating output directories...
[1602774333.6469595]         [Thread #193]      Translating reads...
[1602774353.7376323]         [Thread #193]      Running DIAMOND...
[1602774359.637848]          [Thread #193]      Converting DIAMOND...
[1602774359.7679634]         [Thread #193]      Parsing DIAMOND...
[1602774359.9783423]         [Thread #193]      Annotating...
[1602774360.3153098]         [Thread #193]      Analyzing...
[1602774360.6006155]         [Thread #193]      Create read mapping...
[1602774376.9532685]         [Thread #193]    - [Thread #193] finished
[1602774356.087505]          [Thread #194]    - [Thread #194] running on [1/28] CPUs
[1602774356.0875862]         [Thread #194]      Creating output directories...
[1602774356.0889664]         [Thread #194]      Translating reads...
[1602774376.700338]          [Thread #194]      Running DIAMOND...
[1602774382.7683067]         [Thread #194]      Converting DIAMOND...
[1602774382.8709588]         [Thread #194]      Parsing DIAMOND...
[1602774383.081339]          [Thread #194]      Annotating...
[1602774383.282864]          [Thread #194]      Analyzing...
[1602774383.3666077]         [Thread #194]      Create read mapping...
[1602774399.1372807]         [Thread #194]    - [Thread #194] finished
[1602774379.05078]           [Thread #195]    - [Thread #195] running on [1/28] CPUs
